subject,word,syllable,start_time,end_time,word_len_syls,syl_position,closed_syl,is_initial,is_final,is_penultimate,is_first_heavy,is_last_heavy,preceding_heavy,following_heavy,gesture,maxf0,minf0,excursion_size,meanf0,finalf0,mean_intensity,duration,max_velocity,final_velocity,maxf0_loc_ms,maxf0_loc_ratio,minf0_loc_ms,minf0_loc_ratio
A,ti.li.ni,ni,11.8,11.9,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,278.06363474522453,241.05187613562555,2.4728570692428633,264.5592333555551,244.01295983355683,63.1657441737896,97.93401171412164,22.713216522737348,11.47614833646306,38.78621453920594,0.3960443758030301,72.1393011627871,0.7366113151105087
A,ö.gen.se,ø,11.9,11.97,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,297.96064274826364,188.6892241121219,7.909316943852639,257.827259461215,227.0332506657647,68.42263201858933,70.00000000000028,-123.13101632599898,-123.13101632599448,25.19440355368552,0.3599200507669345,70.00000000000028,1
A,ö.gen.se,ɡɛn,11.97,12.22,3,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,1,236.94894618726065,176.18176737512852,5.130139364911718,215.71835685552554,231.199820380776,68.54991885088288,254.2281089887819,51.49849613191682,6.0387691500613965,254.2281089887819,1,44.20749282652814,0.17388908332114775
A,ö.gen.se,sɛ,12.22,12.63,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,426.3832402298963,236.94894618726065,10.17089384097744,328.00673463962863,408.33021590206056,63.28284152456416,409.9041259156113,80.60352269456348,-55.77497142684957,315.77964776098355,0.7703744065898825,0,0
A,bash.qa,baʃ,13.09,13.29,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,238.7018404583091,168.7373316783323,6.005165967377792,221.40542724611916,238.22854214730563,64.23180998829415,200.00000000000108,-206.68429476953685,0.7328631444136602,126.94424562704576,0.6347212281352254,43.91154672794251,0.21955773363971137
A,bash.qa,qa,13.29,13.41,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,237.35816227928615,233.86169629453295,0.2569209233363061,--undefined--,234.73581279072124,50.81383866836558,119.99999999999922,-2.185149892770302,-2.1516128599814013,0,0,119.99999999999922,1
A,til.lar.ghi.mu,til,13.41,13.52,4,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,1,237.67208202309365,229.2523831187562,0.6244286058081752,232.0919161829459,229.25414624891584,63.12055140266243,109.99999999999945,13.491089646761688,11.263360774369842,109.99999999999945,1,77.85081918362557,0.7077347198511452
A,til.lar.ghi.mu,lar,13.52,13.68,4,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,245.4638969441472,237.67208202309365,0.5584607893420106,243.85606107329986,245.24682050418505,69.90623973890567,158.7136354062757,12.95354696807268,1.467602038180773,156.21138493363242,0.9842341808488098,0,0
A,til.lar.ghi.mu,ʁi,13.68,13.75,4,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,248.0855115274966,244.56423217969345,0.24748871177085263,246.70829738975985,248.06713217702816,66.50151639011037,71.28636459372473,-13.694562843538794,-1.8922505625382608,44.94872330583277,0.6305374605929837,71.28636459372473,1
A,til.lar.ghi.mu,mu,13.75,13.81,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,244.56423217969345,230.96481032931095,0.9904843583891444,238.27938658897975,237.7972629308597,69.03215388195962,60.0000000000005,-20.0503661201833,-15.74156886746158,0,0,60.0000000000005,1
A,yol,jol,13.81,14.01,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,230.96481032931095,185.6377990387509,3.7821907481252097,219.96571751804927,208.29125199301103,67.67865269867653,199.9999999999993,-60.141358192460174,-57.87574120861318,0,0,199.9999999999993,1
A,é.chi.li.du,e,14.01,14.13,4,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,191.11296807711307,158.1170661847126,3.281191017292188,181.72443312355924,189.98985289253815,65.23177068277617,120.000000000001,-64.57205667234791,-4.72602741191387,92.57452844509297,0.7714544037091016,38.15054477963819,0.31792120649698236
A,é.chi.li.du,t͡ʃi,14.13,14.29,4,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,184.13567517163017,90.1229583226083,12.369631088170078,91.19286242712644,91.45791544786172,57.38066406871323,160.00000000000014,-109.11031630283992,-24.239760747687622,0,0,160.00000000000014,1
A,é.chi.li.du,li,14.29,14.4,4,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,90.1229583226083,81.14788765873934,1.81609356704732,84.78733863100162,81.36414858659437,63.45415218552374,109.99999999999945,40.44961656939974,30.88320603782572,0,0,71.72138536414785,0.6520125942195293
A,é.chi.li.du,du,14.4,14.68,4,3,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,122.67599331128189,87.98345852327256,5.754584819137126,118.51286569630355,116.3189331518678,63.88974315579374,286.30000000000064,49.482988542264,46.85767032723844,157.8069373645654,0.5511943323945688,0,0
A,me.si.len,mɛ,15.06,15.12,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,199.71636351384564,190.8768957294552,0.7837206909003349,196.67047394022586,190.62218170571305,63.928022816855446,60.0000000000005,64.88323125154415,17.87723779621097,60.0000000000005,1,33.22686757608295,0.5537811262680447
A,me.si.len,si,15.12,15.24,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,244.5502601015144,198.31266924037283,3.6282498212695184,205.25529880322435,192.2385811163244,65.86462281439837,119.99999999999922,57.96485140970108,56.37389296455924,119.99999999999922,1,60.18769017245695,0.5015640847704779
A,me.si.len,lɛn,15.24,15.34,3,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,249.52587973556788,202.1680679344816,3.643611709044036,218.40031226004217,204.00132201505303,67.42090047885762,100.02116164229768,-43.37019099369838,-12.68790453097597,8.823617455831823,0.08821750628519422,82.79530807031499,0.8277779093029639
A,öz.bék.chi.ni.mu,øz,15.34,15.51,5,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0,237.41548319511548,205.04555097515112,2.537635001976751,226.10808768811503,234.3084709450016,73.9962201995177,169.9788383577037,-38.71872429618294,-34.11811225285391,102.36026631457662,0.6021941748958747,0,0
A,öz.bék.chi.ni.mu,bek,15.51,15.75,5,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,246.9424323272504,202.31471925128375,3.450881656955792,227.9661779355069,240.78405668199483,67.819703372690185,240.00000000000023,50.6272428524989,-5.807054582057826,118.6299415309513,0.4942914230456299,31.608709382863864,0.13170295576193264
A,öz.bék.chi.ni.mu,t͡ʃi,15.75,15.91,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,235.93433236058803,217.03624068781295,1.445392872927881,221.7005089248997,219.64523859284384,66.79626352345998,159.99999999999835,16.366531232835285,15.082381003466054,0,0,100.3804631997678,0.6273778949985551
A,öz.bék.chi.ni.mu,ni,15.91,16.01,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,1,233.7166431581484,227.84416863593745,0.4405563132215136,229.81178491255014,227.80558804781705,70.79517015221457,99.99999999999964,4.3313903771025455,4.3313903771025455,2.960309253161597,0.02960309253161607,53.42520629643133,0.5342520629643152
A,öz.bék.chi.ni.mu,mu,16.01,16.37,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,233.2757981304522,187.7067982128047,3.7626688446966945,223.82039083451065,191.3856435404429,69.68597793464498,359.99999999999943,-42.19427861631318,-2.7216773940725156,108.81223664280172,0.30225621289667187,313.3920929977094,0.8705335916603053
A,chü.shi.nish,t͡ʃy,16.37,16.49,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,197.315214282808,191.2497435907601,0.5405326549845064,193.75166875442824,196.5116816086298,59.916100287439214,120.000000000001,-34.997482731154186,-3.923491369692384,96.95131841745663,0.8079276534787986,0,0
A,chü.shi.nish,ʃi,16.49,16.62,3,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,193.44875571396392,113.97645663719634,9.158587224338309,146.18859839137724,114.30405698307092,66.04386042604892,129.999999999999,-124.15027007402703,-10.713193227798666,0,0,129.999999999999,1
A,chü.shi.nish,niʃ,16.62,16.87,3,2,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,195.1399418365613,110.90723339747085,9.781867702559335,124.29671675058049,190.5103734723745,66.93180027791414,256.9642977629662,135.3706323406137,14.174182667340906,256.9642977629662,1,68.62271337600134,0.26705154752393495
A,a.san,a,16.87,16.97,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,201.8532083671518,149.83180359290438,5.159551588961162,181.19252908469164,157.14084907286986,66.03712738485545,93.03570223703515,-67.61848418731032,-37.2111759759669,28.081298981668112,0.30183357900736796,77.09496598418752,0.8286600104094013
A,a.san,san,16.97,17.46,2,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,205.1967548332612,114.46863739584155,10.10466645966257,187.41067127942964,114.94091396495648,65.37195936130485,496.1682660219324,-148.38115691923358,0.1969128909056278,217.8531502477341,0.43907110786102593,458.7513029552035,0.924588157629019
A,qa.zaq,qa,17.71,17.84,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,215.2526353157516,116.05612572174893,10.694498722636698,174.1470319361715,213.01195746872577,66.87699759270717,129.999999999999,165.42350407807805,17.378113206804898,129.999999999999,1,5.090031090791314,0.03915408531377964
A,qa.zaq,zaq,17.84,18.18,2,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,227.31979489516317,125.69732853511157,10.257231966403774,219.71878345137756,154.77756667136117,68.15317565049942,341.31651960813156,-119.72879852244822,-119.5331209133648,196.97896491444664,0.5771152393696031,341.31651960813156,1
A,qir.ghiz,qir,18.18,18.53,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,220.63237420584477,112.90215751124116,11.59885731360998,202.0300760765842,197.4838672611683,62.863104500442184,347.360778664779,148.53968718409556,-17.814933840090564,98.36715775873016,0.28318441171407993,22.05408284703836,0.06349042321879893
A,qir.ghiz,ʁiz,18.53,18.89,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,215.99309011596793,106.3776066414524,12.261488110545567,154.77524962062114,187.25384645226416,65.0714508295444,364.5268636569341,173.90687664172137,-21.81956483726122,290.5062356397075,0.7969405401987345,211.89300906250708,0.5812822872278769
A,türk.men,tyrk,19.34,19.69,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,228.33609429254267,109.98217501769363,12.646670509805714,216.28211620153476,126.74786892195957,66.2940337429072,349.83651836788,151.61838439373264,151.2876404048867,149.12905070616134,0.42628211429128354,304.75216202183833,0.8711273581260833
A,türk.men,mɛn,19.69,20.12,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,1,232.89602475959563,201.41384689702957,2.514277739116558,224.2351195449307,206.29385132710897,68.98429125484282,425.6666153953467,81.62425782117171,7.074737544259866,21.69866178301305,0.05097571902099949,363.6637176361433,0.8543392986043384
A,türk,tyrk,20.12,20.82,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,231.6576425798353,208.46135506643247,1.8265718372239697,227.69939224440188,209.8973346740048,68.72321644386824,704.7362595093745,7.671831286397957,-7.537427835879374,277.7209989533525,0.3940779195137442,704.7362595093745,1
A,em.di,ɛm,21.09,21.21,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,210.59126284864792,193.78514627774527,1.4398510844051875,203.82847908647207,209.2573269082254,66.29537715533851,120.000000000001,18.30925129150523,5.8728575343209,89.78003844251248,0.7481669870209311,46.883535942711774,0.3906961328559282
A,em.di,di,21.21,21.28,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,251.5617380765832,203.0696684906658,3.7072528920412258,213.6606662844905,211.2773056137486,67.0539072789583,70.00000000000028,97.64406384660042,86.98833873374213,70.00000000000028,1,6.435839437095581,0.09194056338707936
A,yüz,jyz,21.28,21.4,1,0,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,315.9506547868674,223.7149833681892,5.976448454403396,300.7316692369736,300.75588586565914,73.60142894221337,119.99999999999744,-190.16349611638157,-126.73983442800176,56.7568117848829,0.472973431540701,119.99999999999744,1
A,pir.sent,pir,21.4,21.53,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,1,223.7149833681892,119.84138684684136,10.806427921436558,120.73408128696688,120.83244158449314,66.93021240058083,134.917975784127,-190.16349611638157,-2.881722828514533,0,0,129.41726537084008,0.959229225154636
A,pir.sent,sɛnt,21.53,21.76,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,240.2967389515761,116.23812894248454,12.572804212160026,163.3360428030786,157.72981599646386,67.14901719151439,225.082024215876,-198.0533359819611,-189.68194981433223,165.84053135569832,0.7368004261266142,225.082024215876,1
A,chü.shen.mi.si.mu,t͡ʃy,21.76,21.83,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,116.23812894248454,110.7650003411792,0.8349755601794908,112.91810481019998,111.9067112270131,63.50760692258066,69.99999999999673,192.44340632415327,4.7578438251353745,0,0,69.99999999999673,1
A,chü.shen.mi.si.mu,ʃɛn,21.83,22.07,5,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,255.96859024492755,106.96837391582754,15.105389686489708,244.2546425032447,251.95251847126963,68.40733753469615,240.000000000002,210.96414628082485,-6.049373368251438,68.12647667170069,0.2838603194654172,0,0
A,chü.shen.mi.si.mu,mi,22.07,22.14,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,249.09135507436383,230.90736360625613,1.3123292555191064,239.8899726927926,237.4500541274526,67.61243534615491,70.00000000000028,-15.029621044959406,-13.638470566534558,13.22616939154031,0.18894527702200367,60.70393160482013,0.8671990229259983
A,chü.shen.mi.si.mu,si,22.14,22.29,5,3,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0,238.18600769124123,225.61300976343884,0.9388608280737324,230.11213380293194,230.48643662914805,60.882839522335274,154.18167105676162,17.80350639606605,-5.2505659113286764,18.42115575741232,0.11947694969936223,147.67750566900517,0.9578149248015224
A,chü.shen.mi.si.mu,mu,22.29,22.54,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,363.62807406707526,207.07913796012417,9.747376441755256,299.94579919732854,284.45806401826957,68.19468594999859,245.81832894323696,-116.54599900270031,-107.70784386250024,160.2542077502349,0.6519213129434296,245.81832894323696,1
A,lé.kin,le,23.27,23.35,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,180.33098555056324,110.24302943990394,8.519518465466767,112.25049635082935,113.380260706662,64.49736483609638,80.00000000000185,171.14240486184622,171.14240486184622,80.00000000000185,1,34.460680648486175,0.4307585081060673
A,lé.kin,kin,23.35,23.63,2,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,1,348.30469746904265,180.33098555056324,11.396431435494916,316.57462947440484,313.3549312742851,69.81245201138562,279.9999999999976,157.5140735560877,-20.37908886882227,181.95826875284027,0.6498509598315779,0,0
A,chü.shi.ne.ley.du,t͡ʃy,23.8,23.94,5,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,266.62743754032704,233.9181919265554,2.2658542176157734,--undefined--,240.9273159866501,54.4954972431494,140.00000000000057,-39.50532259568413,-16.95345464989409,0,0,140.00000000000057,1
A,chü.shi.ne.ley.du,ʃi,23.94,24.04,5,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,233.9559365158948,221.8350222627853,0.9209962499072492,227.02043073829356,224.74750157900652,66.69118585516367,99.3357599347462,29.697565101758165,21.01383113633904,99.3357599347462,1,53.25574207874695,0.5361185348934837
A,chü.shi.ne.ley.du,nɛ,24.04,24.2,5,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,261.0432559963495,233.9559365158948,1.8966246069230372,252.69977754162954,253.31242265636985,70.51524706834081,160.66424006525182,28.38698283685494,-21.37317203865309,89.62703101307667,0.5578530168049577,0,0
A,chü.shi.ne.ley.du,lɛj,24.2,24.4,5,3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,241.18914420508275,148.74222490520924,8.36820859592757,197.68114260978024,154.77499657728873,68.21714177478401,199.9999999999993,212.1145809068709,18.04627692882836,0,0,182.6022630322619,0.9130113151613128
A,chü.shi.ne.ley.du,du,24.4,24.59,5,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,444.22389202832267,93.77281994956238,26.928543182611556,320.70347735935945,119.74504639371064,61.325411811634645,193.79999999999953,-326.9683885485407,49.11053353427971,67.09090411108676,0.3461862957228427,121.50503420138392,0.6269609607914562
A,he.'e,hɛ,26.77,26.97,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,262.0934331238756,190.61342656964237,5.513177547092047,209.97061221685433,230.7187686325964,67.25862964236173,199.92148313909297,-91.59575531698468,42.47184601189407,190.14809568598423,0.9511138708074258,0,0
A,he.'e,ɛ,26.97,27.16,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,245.3160794477573,163.68395229870856,7.004746966095086,184.75742660829312,173.03837130880967,71.10572062338584,184.1735024070452,-91.59575531698468,43.79591931914531,0,0,166.6861412779994,0.9050495272094208
A,he.'e,hɛ,29.28,29.54,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,322.1873735091367,94.28022770963427,21.27447369497644,210.86398030368096,239.56784032584224,67.60429163820157,258.77032091813135,-307.95779093830436,62.174558832871654,12.084881743458451,0.04670118930401534,147.9517827800514,0.5717494272724566
A,he.'e,ɛ,29.54,29.76,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,226.04856691087107,176.20763306012444,4.312276203568816,185.01125659465012,207.5379218746907,69.41121545601723,219.11721726965897,-68.68554709484651,3.2861455063874123,0,0,42.060673523561576,0.19195512816228932
A,e.he,ɛ,31.14,31.27,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,191.5332952900256,179.062614928631,1.1655725490254838,187.232996381728,190.97715247139425,70.22499660678476,126.0099013052347,-25.347048640790813,-11.422457942340117,87.64886601713684,0.6955712615378085,0,0
A,e.he,hɛ,31.27,31.61,2,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,316.9366202304836,173.38095000728828,10.442987657376152,232.59370293692353,300.80860180012587,65.76148952395198,343.0269535531387,124.332978613551,-30.883226139345194,264.79275330627416,0.7719298747911797,130.3823844926768,0.3800937015069841
A,u.lar,u,32.43,32.48,2,0,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0,224.63812793312655,203.55628007250257,1.7061010313985854,222.38364835187528,216.878298002195,71.51092283932678,49.99999999999716,-34.12346529048593,5.69771271804867,49.99999999999716,1,0,0
A,u.lar,lar,32.48,32.59,2,1,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0,262.58556775369976,224.63812793312655,2.7022176850488666,245.51243481187322,251.7447395317842,75.77744626196784,109.99999999999945,38.94692837728282,-30.762244695236557,55.27802396827752,0.5025274906207073,0,0
A,hey.ran,hɛj,32.59,32.71,2,0,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,0,245.3977617041814,222.35481985834627,1.7071009512108848,230.03658022208924,233.0658819573497,75.90306077167374,119.99999999999744,37.317135340738034,33.860281148558734,119.99999999999744,1,39.11711027923559,0.32597591899363687
A,hey.ran,ran,32.71,32.91,2,1,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,0,353.3509672882389,245.3977617041814,6.311757218875245,306.57810849287347,346.49504559530345,78.2369739235311,200.00000000000284,58.31380311652705,0.02982121970803202,122.9709409078481,0.6148547045392317,0,0
A,qa.lam.ti,qa,32.91,33.03,3,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,345.1172689848583,206.3294813910647,8.90564027672991,289.7494899132759,250.7666714681825,73.03466497878203,119.99999999999744,-229.28101110309595,-109.54802680354636,28.465540901230213,0.23721284084359015,119.99999999999744,1
A,qa.lam.ti,lam,33.03,33.23,3,1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,0,267.9834863472158,98.12301086900642,17.39376832253557,218.18757437558227,257.42208478281367,82.53833830842137,200.43291405538355,258.6434354603303,-71.02644626028078,129.886374230189,0.6480291664786096,47.29247282039495,0.235951630216418
A,qa.lam.ti,ti,33.23,33.43,3,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,324.0254349147575,125.41172863263957,16.43321745046893,234.33949766686388,317.322556701388,73.42864314762332,198.81562205936376,250.7057132104515,11.228192585589769,165.9228733030247,0.834556518166778,88.93725045964374,0.4473353227398209
