subject,word,syllable,start_time,end_time,word_len_syls,syl_position,closed_syl,is_initial,is_final,is_penultimate,is_first_heavy,is_last_heavy,preceding_heavy,following_heavy,gesture
A,la.zim,zim,129.7151,129.9351,2,1,True,False,True,False,True,True,False,False,0
A,he,hɛ,129.9351,130.0951,1,0,False,True,True,False,False,False,False,False,0
A,shu.ni,ʃu,130.0951,130.1651,2,0,False,True,False,True,False,False,False,False,0
A,shu.ni,ni,130.1651,130.3051,2,1,False,False,True,False,False,False,False,False,0
A,un.tup,un,130.3051,130.3651,2,0,True,True,False,True,True,False,False,True,0
A,un.tup,tup,130.3651,130.4951,2,1,True,False,True,False,False,True,True,False,0
A,qal.mang.lar,qal,130.4951,130.6651,3,0,True,True,False,False,True,False,False,True,0
A,qal.mang.lar,maŋ,130.6651,130.8651,3,1,True,False,False,True,False,False,True,True,0
A,qal.mang.lar,lar,130.8651,131.1867,3,2,True,False,True,False,False,True,True,False,0
A,ma.qul,ma,136.02991995836865,136.27404761725893,2,0,False,True,False,True,False,False,False,True,0
A,ma.qul,qul,136.27404761725893,136.44400991142305,2,1,True,False,True,False,True,True,False,False,0
A,ma.qul,ma,136.44400991142305,136.72522025267642,2,0,False,True,False,True,False,False,False,True,0
A,ma.qul,qul,136.72522025267642,136.9062,2,1,True,False,True,False,True,True,False,False,0
A,reh.met,rɛh,136.9062,137.1562,2,0,True,True,False,True,True,False,False,True,0
A,reh.met,mɛt,137.1562,137.3762,2,1,True,False,True,False,False,True,True,False,0
A,reh.met,rɛh,137.3762,137.5662,2,0,True,True,False,True,True,False,False,True,0
A,reh.met,mɛt,137.5662,137.6762,2,1,True,False,True,False,False,True,True,False,0
A,shu,ʃu,137.6762,137.8062,1,0,False,True,True,False,False,False,False,False,0
A,dey.di.ghi.nim,dɛj,137.8062,138.0262,4,0,True,True,False,False,True,False,False,True,0
A,dey.di.ghi.nim,di,138.0262,138.0862,4,1,False,False,False,False,False,False,True,True,0
A,dey.di.ghi.nim,ʁi,138.0862,138.2062,4,2,False,False,False,True,False,False,True,True,0
A,dey.di.ghi.nim,nim,138.2062,138.3562,4,3,True,False,True,False,False,True,True,False,0
A,shu,ʃu,138.3562,138.7462,1,0,False,True,True,False,False,False,False,False,0
A,uy.ghur.lar.gha,uj,138.7462,138.9262,4,0,True,True,False,False,True,False,False,True,0
A,uy.ghur.lar.gha,ʁur,138.9262,139.0162,4,1,True,False,False,False,False,False,True,True,0
