Subject,t1_ph,t2_ph,label_ph,t1_wd,t2_wd,label_wd,t1_st,t2_st,label_st,seg_type,t1_ax,t2_ax,final,num_syls,gesture_syl,is_onset,closed_syl
Gulnisa (R),41.1757,41.2557,t,40.8057,42.15009689,ئالماشتۇرالايمىز,34.225961,42.15009689,ھەيران قالىتى قارشى تەرەپ ھە قازاق تىلىنى بىلسە قاچاقچە بىلسە ئاندىن بىز ھېلىقى ھىم ھىم پىكىر ئالماشتۇرالايمىز,consonant,41.166,41.2,0,6,,,
Gulnisa (R),44.5704,44.6804,ʃ,44.4704,45.2704,چۈشىنەلەيمەن,44.1704,48.483,ھەئە مەنمۇ چۈشىنەلەيمەن ئالانىڭ تىلىنى ئۇلارنىڭ تىلىنى چۈشىنەلەيمەن,consonant,44.566,44.6,0,5,,,
Gulnisa (R),44.8204,44.9204,l,44.4704,45.2704,چۈشىنەلەيمەن,44.1704,48.483,ھەئە مەنمۇ چۈشىنەلەيمەن ئالانىڭ تىلىنى ئۇلارنىڭ تىلىنى چۈشىنەلەيمەن,consonant,44.8,44.833,0,5,,,
Gulnisa (R),47.2604,47.3104,t,47.2604,47.6704,تىلىنى,44.1704,48.483,ھەئە مەنمۇ چۈشىنەلەيمەن ئالانىڭ تىلىنى ئۇلارنىڭ تىلىنى چۈشىنەلەيمەن,consonant,47.233,47.266,0,2,,,
Gulnisa (R),47.7604,47.8104,y,47.6704,48.48265587,چۈشىنەلەيمەن,44.1704,48.483,ھەئە مەنمۇ چۈشىنەلەيمەن ئالانىڭ تىلىنى ئۇلارنىڭ تىلىنى چۈشىنەلەيمەن,vowel,47.766,47.8,0,5,,,
Gulnisa (R),56.5405,56.63593392,m,56.0805,56.7405,ئۈرۈمچىدىمۇ,53.09433343,58.561,ئوۋ ئەلۋەتتە ماڭىمىغۇ ئاشۇ ئۈرۈمچىدىمۇ شۇ رۇسچە سۆزلەيدۇ,consonant,56.533,56.566,1,5,,,
Gulnisa (R),67.39794281,75.1135,,67.39794281,75.1135,,66.1656857,67.39914234,ھەئە ھەيران قالغان,consonant,67.733,67.766,,,,,
Gulnisa (R),95.3596,95.4596,i,95.3296,95.8296,بىزگىمۇ,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,vowel,95.4,95.433,,,,,
Gulnisa (R),96.1296,96.1696,b,96.1296,96.5496,بىزگىمۇ,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,96,96.033,0,3,,,
Gulnisa (R),96.2296,96.3496,z,96.1296,96.5496,بىزگىمۇ,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,96.266,96.3,0,3,,,
Gulnisa (R),96.5496,96.6296,t,96.5496,96.8696,تەس,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,96.566,96.6,1,1,,,
Gulnisa (R),96.9296,97.0496,l,96.8696,97.3896,بىلىنىدۇ,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,96.966,97,0,4,,,
Gulnisa (R),97.3296,97.3596,d,96.8696,97.3896,بىلىنىدۇ,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,97.333,97.366,1,4,,,
Gulnisa (R),97.5096,97.5396,l,97.3896,97.7096,مەسىلەن,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,97.5,97.533,1,3,,,
Gulnisa (R),97.7096,97.7396,m,97.7096,97.9596,ماڭىمۇ,95.3296,99.36935963,بىزگىمۇ بىزگىمۇ تەس بىلىنىدۇ مەسىلەن ماڭىمۇ تەس بىلىنەتتى باشتا,consonant,97.7,97.733,,,,,
Gulnisa (R),114.4925,114.6025,u,113.7525,114.6025,جاھىللىقمۇ,113.7525,117.0531047,جاھىللىقمۇ بەك مۇھىم جاھىللىق چوقۇم مۇھىم,vowel,114.533,114.566,1,4,,,
Gulnisa (R),115.5725,115.6425,l,115.1925,115.8325,جاھىللىق,113.7525,117.0531047,جاھىللىقمۇ بەك مۇھىم جاھىللىق چوقۇم مۇھىم,consonant,115.566,115.6,1,3,,,
Gulnisa (R),115.6925,115.8325,q,115.1925,115.8325,جاھىللىق,113.7525,117.0531047,جاھىللىقمۇ بەك مۇھىم جاھىللىق چوقۇم مۇھىم,consonant,115.7,115.733,1,3,,,
Gulnisa (R),115.9014334,116.0825,t͡ʃ,115.9014334,116.3825,چوقۇم,113.7525,117.0531047,جاھىللىقمۇ بەك مۇھىم جاھىللىق چوقۇم مۇھىم,consonant,115.966,116,0,2,,,
Gulnisa (R),116.1225,116.1525,q,115.9014334,116.3825,چوقۇم,113.7525,117.0531047,جاھىللىقمۇ بەك مۇھىم جاھىللىق چوقۇم مۇھىم,consonant,116.133,116.166,1,2,,,
Gulnisa (R),118.5151,118.6051,q,118.3551,118.7551,چوقۇم,118.3551,120.1426,چوقۇم ئۆگىنىمەن بەل باغلاپ,consonant,118.533,118.566,1,2,,,
Gulnisa (R),118.8951,118.9351,i,118.7551,119.2151,ئۆگىنىمەن,118.3551,120.1426,چوقۇم ئۆگىنىمەن بەل باغلاپ,vowel,118.9,118.933,0,4,,,
Gulnisa (R),119.6051,119.7651,ʁ,119.4751,120.1426,باغلاپ,118.3551,120.1426,چوقۇم ئۆگىنىمەن بەل باغلاپ,consonant,119.666,119.7,0,2,,,
Gulnisa (R),120.1426,124.341648,,120.1426,124.341648,,120.1426,120.3037307,,consonant,120.533,120.566,,,,,
Gulnisa (R),120.1426,124.341648,,120.1426,124.341648,,120.1426,120.3037307,,consonant,120.833,120.866,,,,,
Gulnisa (R),120.1426,124.341648,,120.1426,124.341648,,120.1426,120.3037307,,consonant,121,121.033,,,,,
Gulnisa (R),120.1426,124.341648,,120.1426,124.341648,,120.1426,120.3037307,,consonant,121.366,121.4,,,,,
Gulnisa (R),124.341648,124.6167,o,124.341648,124.9767,ئوقۇتقۇچى,124.341648,128.2694,ئوقۇتقۇچى زالىم بولسا ئوقۇغۇچى ئالىم بولار,vowel,123.2,123.233,0,4,,,
Gulnisa (R),124.6567,124.6867,u,124.341648,124.9767,ئوقۇتقۇچى,124.341648,128.2694,ئوقۇتقۇچى زالىم بولسا ئوقۇغۇچى ئالىم بولار,vowel,124.666,124.7,,,,,
Gulnisa (R),243.6392,243.7492,u,243.5192,243.7492,ئاشۇ,243.51726,246.5611147,ئاشۇ مېنىڭ ئۇيغۇرلارغا دەيدىغىنىم شۇ ئوخشاش,vowel,243.6,243.633,1,2,,,
Gulnisa (R),244.0492,244.1792,u,244.0492,244.9992,ئۇيغۇرلارغا,243.51726,246.5611147,ئاشۇ مېنىڭ ئۇيغۇرلارغا دەيدىغىنىم شۇ ئوخشاش,vowel,244.1,244.133,0,4,,,
Gulnisa (R),244.6692,244.9992,a,244.0492,244.9992,ئۇيغۇرلارغا,243.51726,246.5611147,ئاشۇ مېنىڭ ئۇيغۇرلارغا دەيدىغىنىم شۇ ئوخشاش,vowel,244.833,244.866,,,,,
Gulnisa (R),245.0892,245.1792,j,244.9992,245.7092,دەيدىغىنىم,243.51726,246.5611147,ئاشۇ مېنىڭ ئۇيغۇرلارغا دەيدىغىنىم شۇ ئوخشاش,consonant,245.133,245.166,0,4,,,
Gulnisa (R),245.9192,246.0292,o,245.9192,246.5592,ئوخشاش,243.51726,246.5611147,ئاشۇ مېنىڭ ئۇيغۇرلارغا دەيدىغىنىم شۇ ئوخشاش,vowel,245.966,246,0,2,,,
Gulnisa (R),248.6794931,248.8355494,a,248.289265,249.3037822,ئۇنۇتماڭلار,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,vowel,248.666,248.7,,,,,
Gulnisa (R),249.5527843,249.6063692,b,249.5527843,250.4968476,بالىلىرىڭلارغا,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,consonant,249.466,249.5,0,6,,,
Gulnisa (R),250.7605676,250.820827,i,250.4968476,250.9314539,ئۆگىتىپ,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,vowel,250.733,250.766,,,,,
Gulnisa (R),254.235939,254.3303454,t͡ʃ,254.235939,255.2565729,چەتئەللىكلەرگە,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,consonant,254.166,254.2,0,5,,,
Gulnisa (R),254.4524552,254.5050842,t,254.235939,255.2565729,چەتئەللىكلەرگە,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,consonant,254.466,254.5,0,5,,,
Gulnisa (R),254.7459394,254.8047601,i,254.235939,255.2565729,چەتئەللىكلەرگە,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,vowel,254.766,254.8,0,5,,,
Gulnisa (R),254.9493963,255.0051211,l,254.235939,255.2565729,چەتئەللىكلەرگە,246.8957,255.5161517,شۇ ئۇيغۇر تىلىنى ئۇنۇتماڭلار ئا بالىلىرىڭلارغا ئۆگىتىپ قويۇڭلار ئاندىن ھېلىقى ئاتالمىش چەتئەللىكلەرگە شۇ,consonant,254.966,255,0,5,,,
