rowLabel	maxf0	minf0	excursion_size	meanf0	finalf0	mean_intensity	duration	max_velocity	final_velocity	maxf0_loc_ms	maxf0_loc_ratio	minf0_loc_ms	minf0_loc_ratio
ti	191.83026617493866	185.55424271282155	0.5758724632351999	--undefined--	190.72273262280027	49.74427767905311	169.99999999999815	3.4172637273265867	3.3446421614471715	169.99999999999815	1	0	0
ʃɛ	195.7091279071457	179.22260533804203	1.5235011498366937	187.62387294864845	183.83532229376002	59.03832478478476	196.2388577291705	-19.813732234392585	-18.315592822278173	108.48419957625666	0.552817117015509	196.2388577291705	1
hi	179.22260533804203	163.34992155126986	1.6054422480175496	177.20589026579825	175.427975986339	58.23464671288174	53.76114227082951	-42.5055092094585	-30.570390643620925	0	0	53.76114227082951	1
ri	163.34992155126986	139.19381268113105	2.770448144402307	--undefined--	151.27186711620018	51.37859051859919	60.000000000002274	-47.366942643420415	-42.796978791703054	0	0	60.000000000002274	1
dɛ	243.80691368162624	100.75862798204402	15.298027860183042	103.65517035637436	166.4158237226847	57.4671552620099	179.99999999999972	226.10981090914996	226.09981090914997	179.99999999999972	1	104.947090648281	0.583039392490451
nɛ	318.052511043594	196.6947250768457	8.319680502314489	250.98280909091574	304.78135470730155	66.18924552982085	280.00000000000114	-61.18507487429727	24.720556917767837	280.00000000000114	1	62.81307480474396	0.22433241001694182
ɡɛ	322.1873735091367	94.44741982296635	21.243799995723556	246.34584874966876	95.47439079607965	67.74242067991014	129.999999999999	-306.536091101235	-13.471245075243374	13.884881743457811	0.10680678264198398	129.999999999999	1
bar	246.64551232878608	94.28022770963427	16.648942677935864	173.60230751814436	236.82868093001207	67.142230445184	149.99999999999858	263.05965735903726	-50.402078362286986	114.19079543601995	0.7612719695734735	19.75178278005174	0.13167855186701286
sam	240.61998522080768	176.20763306012444	5.393760631384273	194.16603003614304	237.4989246171863	68.28535888455716	285.0942490724506	-50.445154491876124	-15.741650568538313	240.00534758290115	0.8418456295199028	22.630994441694696	0.0793807469471035
uj	235.0857253222573	188.15189561419166	3.855469380331428	224.18682315632913	234.60007252738302	69.09874462245769	179.99999999999972	52.513094803829844	-3.8075568031232145	155.3466286561047	0.8630368258672497	36.345529452677994	0.2019196080704336
ʁur	244.36338715330328	226.85849216930134	1.286825722061046	236.50181428067532	240.17883233321263	68.71294847355176	89.99999999999986	13.249048733985374	8.794284104550531	84.69122892303105	0.9410136547003465	4.838796941807999	0.05376441046453341
t͡ʃɛ	259.40613492526705	240.72208101815758	1.294129389284853	248.1812095740007	254.15094610088943	61.62286049861072	100.00000000000142	15.272921318041165	2.223061721517231	61.722983586793845	0.6172298358679297	22.3799126816715	0.2237991268167118
ɡɛp	255.0717923784567	228.47741061883946	1.9062219629499957	239.4546492960586	232.65394427931076	64.5161126030741	160.00000000000014	-19.729174511338204	-9.845168544715431	0	0	160.00000000000014	1
qi	228.47741061883946	212.16076756629286	1.2827236102172872	216.2252660618464	217.55085987669116	58.536739516027694	100.00000000000142	-22.672242863641884	-15.854683521506612	0	0	100.00000000000142	1
li	212.16076756629286	193.80333521010098	1.5667740163595205	192.84378675169395	199.59511699750195	62.21012383524361	70.00000000000028	-23.577253454015167	-20.389521799540667	0	0	70.00000000000028	1
mɛn	193.80333521010098	158.86307526222484	3.4417147485456283	182.48963114282978	162.1603996842755	62.24621653205123	189.99999999999773	82.09570855857345	82.08570855857174	0	0	130.81388421304752	0.6884941274371005
hɛj	349.3022637480721	302.7482894917584	2.4762862047673373	321.7110751634999	314.89583035120046	79.2902166811716	89.9999999999963	67.18378388426896	-13.419777878844842	0	0	89.00484260213659	0.988942695579336
ran	307.6691188646721	294.82053427873547	0.7385116085496328	300.7954939168327	297.65461352104336	76.27997950228105	150.06073439006684	14.118882763979382	-4.931443318839667	24.947750332330543	0.1662510211864053	150.06073439006684	1
qa	323.9760309430489	289.78765809149803	1.9306911370449562	297.05919726811874	292.7953555182221	67.12859231016921	129.9392656099343	-21.39066628333036	-10.974725283205766	58.20687334816199	0.4479544583766824	129.9392656099343	1
li	289.78765809149803	251.72052854347993	2.4380793032548844	279.79527885770244	280.2546614085548	68.97954204405765	70.00000000000028	35.03194015549675	-13.43973219011477	0	0	55.46806021379069	0.7924008601970067
ti	323.89013138078354	273.07099660599914	2.9547410453413754	307.66548502156473	297.9605873409519	69.38526687024434	199.99999999999574	37.98151031091897	-7.741450915571187	67.2612158587853	0.3363060792939337	0	0
qar	295.3240508344824	250.22980346064043	2.8685426591160805	256.9128740808104	250.80772938734958	68.69686609824112	240.000000000002	-27.884292086346722	-2.0674676787896873	0	0	234.28205516481881	0.9761752298534037
ʃi	298.8282870250587	249.20479293893092	3.143818847115721	249.31582983167812	284.84932410935636	57.223401494683266	149.99999999999858	29.440632779291494	27.866662109934644	149.99999999999858	1	29.745950698952583	0.1983063379930191
tɛ	315.5289981354847	281.4132693890161	1.9809869103563464	293.14995613172783	306.06578866278954	64.21585318813732	80.0000000000054	-31.270867204313937	-29.684977187938728	30.079422496605446	0.3759927812075427	80.0000000000054	1
rɛp	316.79071817237497	219.28075716600597	6.369010210432537	298.9789655608407	242.46805721826573	66.52987966213963	320.0000000000003	-59.59728377683207	-57.023853360548635	179.70944362268426	0.5615920113208879	320.0000000000003	1
hɛ	222.18055921361076	179.6249927239564	3.680933859255365	211.22137099203695	206.91302879929688	68.34773684421845	419.9999999999946	-59.502876831390836	2.2015050888843657	183.83560622859108	0.4377038243537939	54.79371183085391	0.13046121864489194
qa	215.74767786642718	207.47205067178848	0.6771363927213798	210.70507535018947	212.94520853254835	65.84999535559064	150.00000000000568	9.222011182405923	8.765809921806005	143.56971393419116	0.9571314262279048	77.79877239384092	0.5186584826255864
zaq	281.48156907521314	214.62872796825332	4.694367204770808	238.6057798301927	265.2333298374883	63.19923491976019	179.99999999999972	47.03170919686549	32.65107161175523	179.99999999999972	1	36.800453044854464	0.2044469613603029
ti	306.54577263828946	281.48156907521314	1.47674459207958	306.397220298672	303.14588805884426	58.136000633551525	70.00000000000028	32.282172789887106	3.492683530808614	52.86964892873414	0.7552806989819132	0	0
li	300.83841877211677	281.1867475579612	1.1695226146938786	288.60866555711004	290.56323593146726	67.9522457386053	69.99999999999318	-15.071439590383854	-9.82156802756272	0	0	58.10198159394986	0.8300283084850789
ni	373.5472373924936	277.721704520397	5.131809135068536	317.27348542513363	351.10363548305116	68.4905976567122	240.000000000002	56.87844392045599	-33.47659250138029	165.40153544845282	0.6891730643685477	55.78939507907421	0.23245581282947395
bil	272.64352698680995	225.79648615995075	3.2639144252981023	227.54510108646554	228.5524552672524	64.77634682271358	170.0000000000017	-67.26987201514926	-5.4559925283033746	0	0	162.77729800473395	0.957513517674896
sɛ	326.1214030022929	219.6286653374239	6.844113161604341	264.852730545243	310.64828886402756	65.8898908311541	480.20684317588547	58.07569537444211	-38.748866652974016	418.80238321994057	0.872129144287404	39.09006956273231	0.08140256666108105
qa	256.51225488498415	195.37846458727412	4.71307555169941	212.21783577617853	201.8736229722186	68.73365764638469	140.00000000000057	-62.62735540951905	-26.659663770163984	0	0	140.00000000000057	1
zaq	240.35111448468945	159.25590297832508	7.12555973675266	194.45421170934614	176.33874689880554	70.82323612493735	230.00000000000398	-124.56928116469277	-25.873517470376047	83.81224845316382	0.3644010802311407	230.00000000000398	1
t͡ʃɛ	159.25590297832508	114.66199826274969	5.687514258938426	121.2822208146107	117.04413371370677	67.07383124605057	140.00000000000057	-124.56928116468487	-8.558825761988315	0	0	140.00000000000057	1
bil	114.66199826274969	113.25605319140175	0.2135900019367365	113.67872809092938	113.8907977143498	65.70810153351937	100.00000000000142	60.55159376800154	4.58871032020004	0	0	100.00000000000142	1
sɛ	308.87079884154457	112.28283237164302	17.518393448931285	274.00735591904123	269.44511906181873	65.3775015129298	379.99999999999545	133.93133142024982	-72.78625995348499	300.04108887195	0.7895818128209305	0	0
an	230.872315808685	206.16590513919562	1.9594730709151573	222.61063285534618	221.4529920811845	64.61527714126517	90.00000000000341	-35.17912590224738	-33.959572722350735	0	0	90.00000000000341	1
din	211.54747147097484	179.93583753222126	2.80198664958815	199.66960386776492	185.1362735651491	61.493033343995165	329.9999999999983	-27.750031898295827	19.52767529002771	85.29781166604522	0.2584782171698353	235.37152107264347	0.7132470335534687
biz	227.4520494410791	87.53256466896953	16.532048248883804	199.89868377975424	115.70040726252506	59.469176058286585	260.0000000000051	-210.05302270989378	102.82920203917335	60.98503171509151	0.23455781428880887	193.4580178988412	0.7440692996109131
he	176.6373505252419	140.015497326543	4.022447039168756	176.5616469707579	172.43561741189149	63.21475451037897	69.99999999999318	77.72444855015898	27.190138085607018	55.573633079710305	0.7939090439959389	0	0
li	182.7245075868565	171.93609743788608	1.053572158664311	172.5727115498149	178.57708234883046	61.13617771302083	93.223292956921	13.481060327200492	13.418757384204046	93.223292956921	1	16.690372124870123	0.1790365003796083
qi	197.98204867458676	182.60776036111932	1.3994585697458604	187.98644105769867	182.993281587739	61.659349606684856	151.76949336875367	-37.49298284070066	-34.21840740178815	151.76949336875367	1	118.08915812211751	0.7780823108844199
pi	110.62769471282903	97.97834808998306	2.1021326901994097	--undefined--	108.09782538825995	46.98037362519791	149.99999999999858	-126.81088884679684	13.342455265866082	149.99999999999858	1	0	0
kir	154.50063052562123	110.62769471282903	5.782801542047799	115.72348549494487	142.03229012306912	59.91693625654094	179.99999999999972	51.926360029454415	49.231980329658974	179.99999999999972	1	0	0
al	193.6857461033029	154.50063052562123	3.9132607184257884	190.1424322102696	192.09564141869964	61.46633239740312	149.99999999999858	45.3611454097029	3.3958877324311154	148.91854845292585	0.9927903230195151	0	0
maʃ	193.5610952112982	185.42997174595678	0.7429746765950629	189.7168346646267	185.46573175524816	59.82734002190388	219.99999999999886	-5.963091526655278	-0.11127468915431075	0	0	219.99999999999886	1
tu	185.42997174595678	185.28693170879114	0.013359832945427641	--undefined--	185.32269171808255	47.22038415226342	119.99999999999744	-5.866111791062217	-0.11136058127763077	0	0	119.99999999999744	1
ra	185.28693170879114	161.4982078169591	2.3789157186577867	170.25619503927416	161.60039014484397	61.51030643266707	130.00000000000256	-29.857991872823614	-4.406176969371411	0	0	112.16305635811352	0.8627927412162408
laj	162.80555889566224	153.05688841638334	1.0689838164556864	157.37517585719257	153.6082519988153	60.84043178373582	163.43671869613985	-13.890268007786021	3.305047372350181	19.938163148957244	0.12199316841416834	112.56223764704743	0.6887206164259952
miz	181.91634614687584	123.03079638086433	6.7710683337374205	158.53981143536143	127.5533262153331	67.27190209541871	560.9601716226464	-46.966306495221204	23.199132564730398	224.24185369114014	0.39974647940243774	560.9601716226464	1
hɛ	196.2020419021673	174.97205842480605	1.982586022234452	188.5661041071605	181.40316359139896	72.02797761256066	217.1729214503202	71.99205197034338	-15.866425024077298	50.165390739152826	0.23099284387822958	217.1729214503202	1
ɛ	234.56840989145795	165.94935417114812	5.99118862856062	215.83353889819156	228.83233661599536	71.00144145517847	155.54118504009296	91.20212107991715	-42.096485987570816	77.06203358031871	0.49544455740423265	15.897398903092608	0.10220700645295216
mɛn	284.9108042059765	115.85147881406536	15.578806460556924	233.1078375549096	274.42013308637786	76.35515219630285	168.62122766730891	193.06670142155843	25.80734503510894	168.62122766730891	1	46.06862135416634	0.2732077211835992
mu	330.9098039106665	284.9108042059765	2.5911324425828255	309.54148936594964	328.9636818005762	80.37705896122979	131.37877233268824	28.252225207251904	-18.94843404020609	91.75192359831641	0.6983770815423254	0	0
t͡ʃy	306.5228375305117	290.38859448129193	0.936117312621846	306.21686535726815	296.3042794888745	64.57557850419902	100.00000000000142	-18.076245362382043	-11.59866540700168	12.661808319307966	0.12661808319307785	100.00000000000142	1
ʃi	290.38859448129193	261.2393104807968	1.8313534150668076	264.1681296467618	268.69774945349053	63.891869157100636	140.00000000000057	-24.70302844032009	-15.563813218394227	0	0	140.00000000000057	1
nɛ	261.2393104807968	232.4603313517251	2.020649517452476	243.08740831334956	236.89385787698123	67.80301973817649	109.99999999999943	-25.58928921155198	-11.074787566854564	0	0	109.99999999999943	1
lɛj	232.4603313517251	209.11025473593162	1.8326487898968544	217.9013431288834	209.15454399699647	64.92571471724303	219.99999999999886	-14.099796001136543	-1.5118638463506502	0	0	192.08595260541017	0.8731179663882326
mɛn	209.74124009722473	170.0024990612767	3.6366552361060656	198.55491982031174	179.57734537015403	62.19734062750451	230.00000000000398	-134.27619982630284	-36.15799334848893	0	0	230.00000000000398	1
a	183.07651356304942	113.22036066596097	8.319759584169546	151.41483676870655	174.8972357362279	64.39789334585595	130.98897900973583	-134.27619982630068	65.57594412477808	128.08769978243362	0.9778509669345039	53.74930359991481	0.41033454880139086
la	181.8444194135824	173.4222569079684	0.8209870421237238	175.62630580174607	173.6294299565575	66.30630841887911	180.83778066236533	-10.935928395128531	9.46571448384409	0	0	141.58830784808174	0.7829575619070185
niŋ	180.01672018155026	164.32839719902242	1.5785892191912048	173.28765405679093	164.51029168214487	65.70551332602683	148.63379232522078	-13.126751656778943	-4.278356878784165	18.815454165640233	0.12658934332019697	128.8515882246699	0.8669064161582712
ti	170.34056575101482	165.7190867219321	0.4761872611200726	--undefined--	168.3468143645047	48.6714737174439	69.5394480026792	7.547786849375798	6.7717540631455115	69.5394480026792	1	0	0
li	174.55791771165698	170.34056575101482	0.42340500669422987	173.20038472689342	174.32053440773004	70.63492871065961	89.9999999999963	-8.815236324568184	-8.59585775289069	51.532943882882876	0.5725882653653888	0	0
ni	170.7198315053106	166.42044859075926	0.44157533581154595	168.54111053416787	168.48665751321644	67.36907164686995	60.000000000002274	-7.634747437728028	-3.803723154325713	0	0	60.000000000002274	1
u	167.49985506171882	166.49414103805785	0.10426125284338461	167.14072405670885	166.41701336444214	63.23840808527712	30.000000000001137	-2.949221983746747	-1.568436429718845	30.000000000001137	1	0	0
lar	168.496423041491	154.93487107679948	1.452672938709613	162.2360352999853	159.55428359446128	66.52978067901655	89.9999999999963	-66.09680710142133	-24.79885148565196	20.244075697426922	0.2249341744158639	89.9999999999963	1
niŋ	154.93487107679948	77.76117837210388	11.934478806506869	93.17160726816907	78.21511992039493	64.79882986649184	262.12783559999764	-171.80207021884678	90.05106659918796	0	0	197.06128518015475	0.7517755019381717
ti	189.55802680916628	170.52897621608463	1.83147175536903	183.0249589285304	184.1239769775563	60.39603258260484	130.00000000000256	101.17260749057328	-25.552180038397047	81.90316347170778	0.6300243343977397	130.00000000000256	1
li	174.02809006493754	165.67477835703926	0.851594430107868	170.55045934938175	166.73294962143586	67.12956626513365	219.99999999999886	-19.54140560269316	-10.030899214724833	52.38248631874853	0.2381022105397673	219.99999999999886	1
ni	165.67477835703926	152.99454028323638	1.37848582909366	160.62147255936318	158.33778805895093	61.82020590992267	60.000000000002274	-19.54140560269316	-17.86720479199744	0	0	47.32942402678475	0.7888237337797159
t͡ʃy	164.47284692455142	155.04222062382854	1.0222594507968248	--undefined--	162.45199843153927	55.07464659609105	140.00000000000057	7.262194993347772	7.149054250917734	140.00000000000057	1	0	0
ʃi	169.8617762392501	164.47284692455142	0.5581417739878471	--undefined--	167.84092774623795	53.98872060385665	79.9999999999983	7.061572409184042	6.9204320541718385	79.9999999999983	1	0	0
nɛ	172.1948958753178	168.28781684139796	0.3973397133208856	170.6318038264533	172.1376535909658	61.06231193205832	68.94105766927794	-10.927528190669932	-7.673770412559823	35.72772912314548	0.518235871786846	68.94105766927794	1
lɛj	168.28781684139796	153.29733573572682	1.6151773593871326	158.99923168371737	154.23083345466662	58.53981131430908	250.20021708079554	-10.927528190669932	7.693955396193765	0	0	194.04686126042492	0.7755663185446503
mɛn	184.22384125495287	157.00444145006514	2.7678528920056182	--undefined--	181.2339534427042	54.729655182947766	273.1145933976009	12.479840381610902	10.777977474744358	273.1145933976009	1	0	0
ow	204.41096436499052	144.49127041912027	6.0058829915147145	166.2419292961417	149.70039280961382	69.3206727714445	286.16656807646734	-40.627745088211995	-21.624963014999338	0	0	286.16656807646734	1
ɛl	153.5780447060704	141.99075982226822	1.358099245453995	144.49643553441578	142.32276029373548	62.16205239619633	219.99999999999886	30.413334506482222	30.095592621517667	219.99999999999886	1	183.01460831420258	0.8318845832463796
wɛt	164.76113525791956	151.9560320858014	1.4006643168130832	156.40522837246527	160.9698852159345	56.64465158169896	190.00000000000483	30.19395273488382	14.846203449767685	190.00000000000483	1	84.52558663448428	0.44487150860253755
tɛ	182.51274430309064	164.76113525791956	1.7714548136570887	171.55098491980175	179.2304032336851	53.84633491860667	236.3183731095475	-32.39242965755175	-30.33906232591541	236.3183731095475	1	0	0
ma	194.24925787538206	97.02704761135989	12.017402489839418	107.90674754466205	102.48824450469694	85.11655123218088	109.26420052484787	266.95720075828996	247.9975043732116	109.26420052484787	1	0	0
ŋi	324.3355711753939	194.24925787538206	8.874938060725658	311.1956995712763	312.5504095654675	84.38072265242681	70.73579947515185	256.51257483844074	35.137390383609656	69.17637279359923	0.977954208574395	0	0
mi	324.18480024510836	308.3380707185762	0.8676410293116597	318.7441220793932	320.90228448278054	82.14653066689486	79.9999999999983	-10.867501377093967	2.280452586614956	67.11430845592048	0.8389288556990239	30.474515046989836	0.38093143808738106
ʁu	344.76542118651	259.2266721505589	4.9368110123204865	332.8875377020316	296.57360651780033	80.85447601946382	317.2987861398937	-68.39287221151562	-67.85230617866402	173.77894545808203	0.5476823519314212	317.2987861398937	1
a	309.1173983758097	244.3229857770412	4.072383110527545	274.3719575117643	304.7628284982363	74.7236495835716	174.94052025924844	40.441526229278146	17.0946943999515	174.94052025924844	1	18.00917796762036	0.10294457762519592
ʃu	308.8561616575947	265.8333191897544	2.5969580548756035	288.19931666867717	272.065037442198	70.99538303810435	279.3552810422497	-23.716077890762477	-16.456801468735723	0	0	269.29960372756767	0.9640039834680583
y	302.34571315326133	231.56904300711176	4.617080666523206	284.86113680656973	294.17404650183624	81.55414867940351	129.53160618418735	53.29574553813126	4.165843066523945	83.05446925695747	0.6411907618813762	7.713656220964538	0.05955037884727617
rym	310.7997530604028	295.17969471166543	0.8927025007437557	305.1588577224708	305.59527195357646	83.17078639613676	120.46839381581265	21.24889239148141	-0.5851952924829402	33.59144365911959	0.2788403048726494	0	0
t͡ʃi	343.63822458191686	295.71498598068115	2.6001979991155295	327.32715746844354	341.95510767322395	76.68470606255849	140.00000000000057	23.051064575004418	-20.949857437929527	102.64558928968626	0.7331827806406132	140.00000000000057	1
di	367.1649481819955	299.4533698436207	3.529163631552585	342.7195469313402	360.3406351315742	80.04090629042132	70.00000000000028	36.23517509910154	20.08161148536486	49.03157950145953	0.7004511357351333	0	0
mu	411.0451492436138	340.51570106928403	3.2589065569812163	368.68625397676857	382.84685183298916	81.71387245020284	199.99999999999574	29.786480630724533	-16.80731017237137	193.46351548303176	0.9673175774151794	57.74960714903443	0.2887480357451783
rus	275.19951895911544	262.08412086349824	0.8453760222748414	269.0791760519456	265.51945445274043	73.84324112043247	146.90165748884	-72.1695872461081	-1.1106827132279604	58.99888575621759	0.4016216478748696	127.8003463651558	0.8699721197826832
t͡ʃɛ	268.2634145108298	257.27458221341675	0.7240966034322867	267.87807779543516	261.00340776490776	60.14886286783653	107.51859018701282	-8.285056257103923	-8.230126828759197	21.93336919561517	0.20399606391290373	107.51859018701282	1
søz	257.27458221341675	215.45477958135208	3.0710859363238665	235.7071713066985	226.30724491209796	65.78517109502566	362.48140981299315	-27.265069600079904	-23.784468717239754	0	0	362.48140981299315	1
lɛj	215.45477958135208	197.37352908186222	1.5174790631800583	206.48926846248668	214.88420177808104	66.32983191391418	179.99999999999972	-27.09513959936518	-10.527398257044272	0	0	59.04642635861279	0.3280357019922938
du	209.31702357043667	171.58980086794676	3.440710158060213	187.20714983248172	175.36044193821806	64.22150141099358	420.499999999997	33.790734163414484	-2.6322421748450204	0	0	412.004291288774	0.9797961742896004
hɛ	216.15530939843254	197.16303923353797	1.5921497788921393	212.90574846374687	212.15183573484825	72.07598244672982	128.35032427651782	47.39641360559695	-1.4161091585872505	43.60763684925928	0.3397547851559068	0	0
ɛ	217.36910850011324	205.63317854819746	0.9608863936840919	209.39032868903507	208.89129424445295	72.54973634552913	88.76564482675064	84.34265572410726	19.59327179595195	88.76564482675064	1	62.857658069219724	0.7081304731340923
a	347.1999696318419	107.59073327940384	20.282555960946482	309.8082548341363	310.91913618676665	79.80028234533064	357.46165078881376	-220.2163623175839	-92.4354537647634	135.0524957331629	0.3778097466823123	238.32522709648174	0.6667155107983398
ʃu	289.0916432815727	204.08247070784915	6.028495628053681	259.9717975298599	287.4385852503469	76.83990634090287	775.2339944191107	-87.8227192009573	-14.94995895337724	726.2697576579101	0.9368394096315528	32.2778535654038	0.0416362721420516
hɛ	231.68796015828224	220.90806904858593	0.8248435058266885	226.4348382571268	226.14343999047205	72.11707549015007	60.000000000002274	-51.00596449412742	-11.778310266475456	0	0	60.000000000002274	1
