rowLabel	maxf0	minf0	excursion_size	meanf0	finalf0	mean_intensity	duration	max_velocity	final_velocity	maxf0_loc_ms	maxf0_loc_ratio	minf0_loc_ms	minf0_loc_ratio
du	122.67599331128189	87.98345852327256	5.754584819137126	118.51286569630355	116.3189331518678	63.88974315579374	286.30000000000064	49.482988542264	46.85767032723844	157.8069373645654	0.5511943323945688	0	0
mɛ	199.71636351384564	190.87689572945519	0.7837206909003349	196.67047394022586	190.62218170571302	63.928022816855446	60.0000000000005	64.88323125154415	17.87723779621097	60.0000000000005	1	33.22686757608295	0.5537811262680447
si	244.5502601015144	198.31266924037283	3.6282498212695184	205.25529880322435	192.23858111632438	65.86462281439837	119.99999999999922	57.96485140970108	56.37389296455924	119.99999999999922	1	60.18769017245695	0.5015640847704779
lɛn	249.52587973556788	202.1680679344816	3.643611709044036	218.40031226004217	204.00132201505303	67.42090047885762	100.02116164229768	-43.37019099369838	-12.68790453097597	8.823617455831823	0.08821750628519422	82.79530807031499	0.8277779093029639
øz	237.41548319511548	205.04555097515114	2.537635001976751	226.10808768811503	234.3084709450016	73.9962201995177	169.97883835770367	-38.71872429618294	-34.11811225285391	102.36026631457662	0.6021941748958747	0	0
bek	246.9424323272504	202.31471925128375	3.450881656955792	227.9661779355069	240.78405668199485	67.81970337269019	240.00000000000023	50.6272428524989	-5.807054582057826	118.6299415309513	0.49429142304562995	31.608709382863864	0.13170295576193264
t͡ʃi	235.93433236058803	217.03624068781295	1.445392872927881	221.7005089248997	219.64523859284384	66.79626352345998	159.99999999999835	16.366531232835285	15.082381003466054	0	0	100.38046319976779	0.6273778949985551
ni	233.7166431581484	227.84416863593745	0.44055631322151356	229.81178491255014	227.80558804781705	70.79517015221457	99.99999999999964	4.3313903771025455	4.3313903771025455	2.960309253161597	0.029603092531616075	53.42520629643133	0.5342520629643152
mu	233.2757981304522	187.7067982128047	3.7626688446966945	223.82039083451065	191.3856435404429	69.68597793464498	359.99999999999943	-42.19427861631318	-2.7216773940725156	108.81223664280171	0.30225621289667187	313.3920929977094	0.8705335916603053
t͡ʃy	197.315214282808	191.24974359076006	0.5405326549845064	193.75166875442824	196.5116816086298	59.916100287439214	120.000000000001	-34.997482731154186	-3.9234913696923837	96.95131841745663	0.8079276534787986	0	0
ʃi	193.44875571396392	113.97645663719634	9.158587224338309	146.18859839137724	114.30405698307091	66.04386042604892	129.999999999999	-124.15027007402705	-10.713193227798666	0	0	129.999999999999	1
niʃ	195.1399418365613	110.90723339747085	9.781867702559335	124.29671675058049	190.5103734723745	66.93180027791414	256.9642977629662	135.3706323406137	14.174182667340906	256.9642977629662	1	68.62271337600134	0.26705154752393495
a	201.8532083671518	149.83180359290438	5.159551588961162	181.19252908469164	157.14084907286986	66.03712738485545	93.03570223703517	-67.61848418731032	-37.2111759759669	28.081298981668112	0.30183357900736796	77.09496598418752	0.8286600104094013
san	205.1967548332612	114.46863739584157	10.10466645966257	187.41067127942964	114.94091396495647	65.37195936130485	496.1682660219324	-148.38115691923358	0.1969128909056278	217.8531502477341	0.43907110786102593	458.7513029552035	0.924588157629019
qa	215.2526353157516	116.05612572174893	10.694498722636698	174.1470319361715	213.01195746872574	66.87699759270717	129.999999999999	165.42350407807805	17.378113206804898	129.999999999999	1	5.090031090791314	0.03915408531377964
zaq	227.31979489516317	125.69732853511157	10.257231966403774	219.71878345137756	154.77756667136117	68.15317565049942	341.31651960813156	-119.72879852244822	-119.5331209133648	196.97896491444666	0.5771152393696031	341.31651960813156	1
qir	220.63237420584477	112.90215751124116	11.59885731360998	202.0300760765842	197.48386726116834	62.863104500442184	347.360778664779	148.53968718409556	-17.814933840090564	98.36715775873017	0.28318441171407993	22.05408284703836	0.06349042321879893
ʁiz	215.99309011596793	106.3776066414524	12.261488110545567	154.77524962062114	187.25384645226418	65.0714508295444	364.5268636569341	173.90687664172137	-21.81956483726122	290.5062356397075	0.7969405401987345	211.89300906250708	0.5812822872278769
tyrk	228.33609429254267	109.98217501769365	12.646670509805714	216.28211620153476	126.74786892195955	66.2940337429072	349.83651836788	151.61838439373264	151.2876404048867	149.12905070616134	0.42628211429128354	304.75216202183833	0.8711273581260833
mɛn	232.89602475959563	201.41384689702957	2.514277739116558	224.2351195449307	206.29385132710894	68.98429125484282	425.66661539534675	81.62425782117171	7.074737544259866	21.69866178301305	0.05097571902099949	363.66371763614325	0.8543392986043384
tyrk	231.6576425798353	208.46135506643247	1.8265718372239697	227.69939224440188	209.8973346740048	68.72321644386824	704.7362595093745	7.671831286397957	-7.537427835879374	277.7209989533525	0.39407791951374427	704.7362595093745	1
ɛm	210.59126284864792	193.78514627774527	1.4398510844051877	203.82847908647207	209.2573269082254	66.29537715533851	120.000000000001	18.309251291505234	5.8728575343209	89.78003844251248	0.7481669870209311	46.883535942711774	0.3906961328559282
di	251.5617380765832	203.0696684906658	3.7072528920412253	213.6606662844905	211.2773056137486	67.0539072789583	70.00000000000028	97.64406384660042	86.98833873374213	70.00000000000028	1	6.435839437095581	0.09194056338707936
jyz	315.9506547868674	223.71498336818922	5.976448454403396	300.7316692369736	300.75588586565914	73.60142894221337	119.99999999999744	-190.16349611638157	-126.73983442800177	56.7568117848829	0.47297343154070093	119.99999999999744	1
pir	223.71498336818922	119.84138684684137	10.806427921436558	120.73408128696688	120.83244158449314	66.93021240058083	134.917975784127	-190.16349611638157	-2.881722828514533	0	0	129.41726537084008	0.9592292251546359
sɛnt	240.2967389515761	116.23812894248454	12.572804212160026	163.3360428030786	157.72981599646386	67.14901719151439	225.08202421587598	-198.05333598196114	-189.68194981433226	165.84053135569832	0.7368004261266142	225.08202421587598	1
t͡ʃy	116.23812894248454	110.7650003411792	0.8349755601794908	112.91810481019998	111.9067112270131	63.50760692258066	69.99999999999673	192.44340632415327	4.7578438251353745	0	0	69.99999999999673	1
ʃɛn	255.96859024492755	106.96837391582754	15.105389686489707	244.2546425032447	251.95251847126963	68.40733753469615	240.000000000002	210.96414628082485	-6.049373368251438	68.12647667170069	0.2838603194654172	0	0
mi	249.09135507436386	230.90736360625613	1.3123292555191064	239.8899726927926	237.4500541274526	67.61243534615491	70.00000000000028	-15.029621044959406	-13.638470566534558	13.22616939154031	0.18894527702200367	60.70393160482013	0.8671990229259983
si	238.18600769124123	225.61300976343884	0.9388608280737323	230.11213380293194	230.48643662914805	60.882839522335274	154.18167105676162	17.80350639606605	-5.2505659113286764	18.421155757412322	0.11947694969936223	147.67750566900517	0.9578149248015223
mu	363.62807406707526	207.07913796012417	9.747376441755257	299.94579919732854	284.45806401826957	68.19468594999859	245.81832894323696	-116.54599900270031	-107.70784386250025	160.2542077502349	0.6519213129434296	245.81832894323696	1
le	180.33098555056324	110.24302943990394	8.519518465466767	112.25049635082935	113.38026070666199	64.49736483609638	80.00000000000185	171.14240486184622	171.14240486184622	80.00000000000185	1	34.460680648486175	0.43075850810606725
kin	348.30469746904265	180.33098555056324	11.396431435494916	316.57462947440484	313.3549312742851	69.81245201138562	279.9999999999976	157.5140735560877	-20.37908886882227	181.95826875284027	0.6498509598315779	0	0
t͡ʃy	266.62743754032704	233.9181919265554	2.2658542176157734	--undefined--	240.92731598665006	54.4954972431494	140.00000000000057	-39.50532259568413	-16.95345464989409	0	0	140.00000000000057	1
ʃi	233.9559365158948	221.83502226278526	0.9209962499072493	227.02043073829356	224.74750157900652	66.69118585516367	99.33575993474619	29.697565101758165	21.01383113633904	99.33575993474619	1	53.25574207874695	0.5361185348934837
nɛ	261.0432559963495	233.9559365158948	1.8966246069230372	252.69977754162954	253.31242265636982	70.51524706834081	160.66424006525182	28.38698283685494	-21.37317203865309	89.62703101307667	0.5578530168049577	0	0
lɛj	241.18914420508275	148.74222490520924	8.36820859592757	197.68114260978024	154.77499657728873	68.21714177478401	199.9999999999993	212.1145809068709	18.04627692882836	0	0	182.6022630322619	0.9130113151613127
du	444.22389202832267	93.77281994956238	26.928543182611556	320.70347735935945	119.74504639371065	61.325411811634645	193.79999999999953	-326.9683885485407	49.11053353427971	67.09090411108676	0.3461862957228427	121.50503420138392	0.6269609607914562
hɛ	262.0934331238756	190.61342656964237	5.513177547092047	209.97061221685433	230.7187686325964	67.25862964236173	199.92148313909297	-91.59575531698468	42.47184601189407	190.14809568598423	0.9511138708074258	0	0
ɛ	245.3160794477573	163.68395229870856	7.004746966095086	184.75742660829312	173.03837130880967	71.10572062338584	184.17350240704522	-91.59575531698468	43.79591931914531	0	0	166.6861412779994	0.9050495272094209
hɛ	322.1873735091367	94.28022770963427	21.27447369497644	210.86398030368096	239.56784032584224	67.60429163820157	258.77032091813135	-307.95779093830436	62.174558832871654	12.084881743458453	0.046701189304015345	147.9517827800514	0.5717494272724566
ɛ	226.04856691087107	176.20763306012444	4.312276203568816	185.01125659465012	207.53792187469074	69.41121545601723	219.11721726965894	-68.68554709484651	3.2861455063874123	0	0	42.060673523561576	0.19195512816228932
ɛ	191.5332952900256	179.062614928631	1.1655725490254838	187.232996381728	190.97715247139422	70.22499660678476	126.0099013052347	-25.347048640790813	-11.422457942340117	87.64886601713684	0.6955712615378085	0	0
hɛ	316.9366202304836	173.38095000728828	10.442987657376152	232.59370293692353	300.80860180012587	65.76148952395198	343.0269535531387	124.332978613551	-30.883226139345194	264.79275330627416	0.7719298747911797	130.3823844926768	0.3800937015069841
u	224.63812793312655	203.55628007250257	1.7061010313985854	222.38364835187528	216.878298002195	71.51092283932678	49.99999999999716	-34.12346529048593	5.69771271804867	49.99999999999716	1	0	0
lar	262.58556775369976	224.63812793312655	2.7022176850488666	245.51243481187322	251.7447395317842	75.77744626196784	109.99999999999943	38.94692837728282	-30.762244695236557	55.27802396827752	0.5025274906207073	0	0
hɛj	245.3977617041814	222.35481985834627	1.7071009512108848	230.03658022208924	233.06588195734966	75.90306077167374	119.99999999999744	37.317135340738034	33.860281148558734	119.99999999999744	1	39.11711027923559	0.32597591899363687
ran	353.3509672882389	245.3977617041814	6.311757218875245	306.57810849287347	346.49504559530345	78.2369739235311	200.00000000000284	58.31380311652705	0.029821219708032025	122.9709409078481	0.6148547045392317	0	0
qa	345.1172689848583	206.3294813910647	8.90564027672991	289.7494899132759	250.7666714681825	73.03466497878203	119.99999999999744	-229.28101110309595	-109.54802680354635	28.465540901230213	0.23721284084359018	119.99999999999744	1
lam	267.9834863472158	98.12301086900642	17.39376832253557	218.18757437558227	257.42208478281367	82.53833830842137	200.43291405538355	258.6434354603303	-71.02644626028078	129.886374230189	0.6480291664786096	47.29247282039495	0.235951630216418
ti	324.0254349147575	125.41172863263957	16.43321745046893	234.33949766686388	317.322556701388	73.42864314762332	198.81562205936376	250.7057132104515	11.228192585589767	165.9228733030247	0.834556518166778	88.93725045964374	0.44733532273982085
hɛ	244.8537309901559	192.26021011328498	4.186319566939693	211.6670296493946	237.8235907063952	69.32434758569693	243.1665915853003	-75.88642541103414	-57.37832238883555	0	0	167.23236638119943	0.6877275586705588
ɛ	195.67230859604078	114.53167441166593	9.272315542833201	151.97480391960303	117.03517347732469	69.917854502276	250.71314097933595	-97.10105987556061	20.08976615660999	0	0	250.71314097933595	1
hɛ	181.91634614687584	156.85432242247992	2.566198759636767	176.01927145656018	177.60797246442388	68.62638864605684	145.1986944571999	80.58430963385051	-19.209373232574517	67.57857238727638	0.4654213499639727	0	0
ɛ	168.81767081050833	123.30097756727884	5.439380239374075	150.3785046417162	127.6931688715879	68.1256160206994	256.5826793969066	-45.127324240218186	-13.720383799116428	0	0	256.5826793969066	1
t͡ʃy	242.0936992582518	116.62464360290113	12.644314318483419	118.2554360446671	170.88956599841418	64.19707473456388	90.00000000000341	188.81060777009463	188.81060777009463	90.00000000000341	1	0	0
ʃi	307.32009273218074	242.0936992582518	4.1301187430005015	279.5014672361878	262.25601911141484	67.1202433449896	99.99999999999432	133.51082764400434	7.4652345282000905	35.92148853286403	0.35921488532866075	0	0
nɛ	312.3765379837372	283.27883255071566	1.6927595545501788	304.88680785005886	308.2867641491748	76.18726123452574	140.00000000000057	33.35115059948956	-10.792826776380782	75.3488556320221	0.5382061116572985	0	0
lɛj	304.16769779347084	212.22178413876725	6.2315303436111655	256.80417899066487	225.08245212271126	72.04743827253645	149.99999999999858	54.3924479521394	-21.662999117654092	0	0	144.9395900052579	0.9662639333683952
siz	315.91071363106647	157.24240978422773	12.078317831629345	231.5543738301448	166.7637186710457	71.80534196381791	330.0000000000054	-187.57324403206718	51.26639244965608	131.45709438145303	0.39835483145894207	192.79308847616505	0.5842214802307937
jɛ	196.2020419021673	189.8030129172819	0.5740459464326122	192.96792481699092	190.56382549121773	72.31966119069904	100.00000000000142	15.05089095912573	-6.271773842000258	39.25128424873492	0.39251284248734364	100.00000000000142	1
ni	234.15770693158785	165.94935417114812	5.960850095902764	190.86106650999866	197.2473251349708	72.56386709497376	179.99999999999972	84.11126148698216	79.68349629828751	179.99999999999972	1	122.15621386299347	0.678645632572187
qa	234.56840989145795	196.00117399500425	3.1097572581391653	220.26019221459913	199.31699427259525	66.64169777074113	109.99999999999943	-41.82299074611739	-40.58202123324937	3.320848540219856	0.03018953218381703	109.99999999999943	1
zaq	208.79197031445503	173.22267151790612	3.233261599045907	200.32644652139516	196.3881024075149	62.684463416448054	210.00000000000085	-80.83325933239836	-62.84654918100839	103.20505757959353	0.49145265514091957	210.00000000000085	1
t͡ʃi	173.22267151790612	119.35320527422427	6.448685429097905	117.93845298949907	134.6136200352388	56.60166342909663	79.9999999999983	-86.60100261667694	-76.10368995374391	0	0	79.9999999999983	1
ni	119.35320527422427	117.69365468891155	0.24240923677930537	118.3953088301953	118.60128349828715	62.17863167027243	59.99999999999517	22.919936518454847	-0.4301948871381472	0	0	12.562955891951333	0.20938259819920574
t͡ʃy	182.5731945800636	118.33823447534168	7.506704254200738	118.62125676094301	159.9872390249031	56.11266411225909	110.00000000000654	85.6311824741612	85.63118247415736	110.00000000000654	1	0	0
ʃi	224.30852614740698	182.5731945800636	3.5641139431960145	223.4140501408044	203.56390276625353	55.72761011628656	57.88109823593146	57.3737479182512	48.28676787938096	57.88109823593146	1	0	0
nɛ	222.7612775692034	117.8350619493295	11.02475512003363	196.11011424632656	156.60765996080505	69.50765891640134	182.11890176406342	-132.1864638495765	-127.62044543121135	0	0	182.11890176406342	1
lɛj	272.79312971614104	115.85147881406536	14.826370207868065	224.05445630227317	256.1052742996443	75.67686045248398	109.99999999999943	209.48464026258767	38.69245205882556	109.99999999999943	1	20.668621354168693	0.1878965577651709
siz	313.13005372147643	272.79312971614104	2.387456064954659	292.8522599652638	296.254818685471	81.65770734743128	100.00000000000142	26.86208585033973	3.1388474780614994	100.00000000000142	1	0	0
ʃu	300.91245806403566	254.91108298088903	2.872196842681536	277.55616590289503	262.5797168258553	59.17275776796093	320.0000000000003	-33.052602457542704	-17.734347665064902	228.62790040117886	0.7144621887536833	320.0000000000003	1
qa	254.91108298088903	223.87743915016614	2.247419393757566	240.52273450034994	248.4100872930495	64.0865143946705	109.99999999999943	-30.409200613467515	-27.172419298447362	0	0	109.99999999999943	1
za	245.18156947080922	214.47761873840707	2.3162811302561988	232.68730325024188	244.57840296781015	68.05478223216681	120.00000000000455	29.699683686186944	-3.5713010033738612	83.43678401189436	0.6953065334324267	18.730139748853958	0.1560844979071104
qis	245.25568899261745	240.4762240127175	0.3407080879473341	241.15921179762796	242.6974828110304	58.96849661769692	89.9999999999963	6.003848352489123	5.99892618964637	89.9999999999963	1	27.65824275694939	0.3073138084105614
tan	251.81852851676757	242.53445226161335	0.6503368880152696	246.0685313960415	243.13332423388252	66.31344697971966	170.0000000000017	-11.599742580887414	-6.302370926899661	73.86824320207808	0.43451907765927844	170.0000000000017	1
ʁa	242.53445226161335	203.78031083169253	3.0141003898123273	231.18344778313758	215.94687699700896	63.365729923587146	102.09244162789588	-33.77534128096574	-33.16734028091063	0	0	102.09244162789588	1
bar	232.70276918332905	193.8344335258293	3.1639619927104903	222.6085724874753	232.67317665442258	69.18715394873145	157.90755837210213	31.251949591555068	2.4649582702433595	135.99601127570793	0.8612381362723587	17.237495511352563	0.10916194062562333
ʁan	245.4946159394192	232.36149392725758	0.9518444867190183	239.7618620687652	237.90203180261227	64.55820024837939	230.00000000000398	14.745941694032009	-7.550531335267233	130.99187342530882	0.5695298844578546	6.372424656667874	0.02770619415942506
da	332.1055064530813	235.74126247081665	5.933248125564093	297.09514676621177	322.34725998922164	68.72045848413408	215.1412697178472	-101.99828067682363	-55.0073815712064	163.34497318167251	0.7592451852491885	0	0
u	283.75128117714786	124.55230597960743	14.25450209156809	--undefined--	174.0328499187718	61.82194230224091	96.52216559702254	-153.092216877918	-147.7611985348752	0	0	96.52216559702254	1
lar	228.51818658739506	94.71787542830613	15.247204325966957	213.95641381989336	227.976780466749	66.78588635060437	158.33656468512913	147.88187328340481	-2.8554432003188817	112.11796408609587	0.7080990061206368	17.331257228953234	0.1094583380877214
siz	226.85130820047775	218.6853428360157	0.6346854115266343	225.2827203892986	219.53454223258083	56.14119797008637	159.9999999999966	-6.145123359767905	-2.2487152567954665	0	0	159.9999999999966	1
ɡɛ	218.6853428360157	202.51511566410818	1.329923209593181	215.6124446186241	203.19359870561473	62.294713825112574	95.63627887543902	-11.861296265172353	8.248193632058744	0	0	73.76058547713171	0.7712615583172241
siz	261.7982755640738	188.43991637027645	5.692211971126639	193.95055894528753	190.80865083099735	57.21256499168127	227.85380570114455	-41.33317117622888	1.3817639858495419	0	0	167.8514424652917	0.7366628876300071
ɡɛ	225.39163984205592	189.39995522428535	3.011976177082774	200.73890817084032	206.3411874534531	63.17594128608966	210.95830805028015	33.77138072889189	31.623334936331364	204.51701541724532	0.969466513584762	0	0
rus	228.64413570442778	219.38396042741422	0.715750388697522	225.04334563754713	228.17541339916298	68.46013597313072	140.00000000000057	8.980331860241192	-2.096618766397358	61.15266657248952	0.43680476123206624	12.785828048606618	0.09132734320433261
t͡ʃɛ	227.07099441095738	224.50844798037093	0.19648437623733628	--undefined--	226.2671405951888	55.483109064314235	100.00000000000142	2.050172115462753	2.047747119253209	100.00000000000142	1	0	0
søz	291.9439195267736	216.99012491022575	5.136742508096171	221.7504154234885	245.41613151687923	65.73603739629938	210.00000000000085	92.19253984425767	92.19253984425767	210.00000000000085	1	140.09613781246344	0.6671244657736327
li	406.77764293429857	291.9439195267736	5.742589502269656	377.56116116171364	400.357847446191	61.6907859800551	99.99999999999432	-165.58772566588922	-83.4037894103829	72.03783432284894	0.7203783432285303	0	0
di	318.1599698140833	199.06946946844158	8.117764236428298	207.30200265408695	199.35180550115697	61.2975702994818	120.00000000000455	-157.09328806777003	2.6720610467985044	0	0	82.06459274928335	0.683871606244002
mu	217.356402537884	201.9697500848669	1.271080351171289	208.44076130583485	211.13557491398294	63.141449719375736	80.79999999999643	23.4547650425331	20.889684989396223	61.09007325999016	0.7560652631187236	12.681173716877936	0.15694521926829821
ke	298.7771969917405	233.08872468822446	4.298289915074257	294.98703279234724	276.34517752818306	73.35042190077527	60.000000000002274	89.1828286802791	59.02353312668931	60.000000000002274	1	0	0
jin	347.1999696318419	298.7771969917405	2.6003613283021956	330.25788204146073	345.83089029478003	84.06053238937012	109.99999999999943	-140.21144927488518	-26.70037584451075	64.15034230445116	0.5831849300404681	0	0
siz	347.0516688080647	107.59073327940384	20.275159696384264	277.2348171343696	227.08137257605424	73.68022193275247	210.00000000000085	-230.16144140728895	-81.0080565969295	105.99623956453286	0.5047439979263448	57.42307366777055	0.2734432079417634
mɛn	272.98981028879047	204.08247070784915	5.03633797909915	257.88705769542776	237.53471566106052	75.51765367936115	280.00000000000114	55.10850166167252	-14.55368507806355	125.11237908012163	0.44682992528614685	0	0
a	255.74689675579594	243.38919674507952	0.8574192170329962	252.40355638837835	255.6882564831813	81.09679889565422	98.89787159186625	25.147499978673697	-2.0908362845762567	62.631531903761584	0.6332950436206621	4.579684528714267	0.0463072102058354
me	289.0916432815727	237.37413933084937	3.4123696347290604	271.1834170253826	288.725474255209	75.69222913546236	160.0000000000037	36.26178995450253	1.1787469682199472	132.82925501801657	0.8301828438625843	43.02902936864683	0.2689314335540365
ri	287.73237739279506	261.7794405468216	1.6365092959987493	272.73742704704216	260.94909517354836	65.88484498830039	129.99999999999545	42.18937815420519	16.474117857882685	0	0	93.0521737686334	0.7157859520664358
ki	326.5275798044016	271.6137303276308	3.1877812993409442	325.0585794541686	299.07253131239474	58.87986516470018	60.000000000002274	-54.56545566729969	20.38460583482881	51.27162387814366	0.8545270646356953	0	0
liq	313.40566728828423	226.566157112577	5.617186688958489	248.6357572415446	234.51613124412256	72.28617947138395	472.58057404140885	-54.56545566729969	-15.270355442986952	0	0	472.58057404140885	1
dɛp	275.7436218290628	216.67472918470176	4.173559368804181	241.81614466453973	217.14450213520038	70.87998147371454	307.4194259585923	-61.282187132223356	15.484899731846669	184.0079880778802	0.5985568007100016	274.2451361010154	0.8920878543893799
uj	256.26014827573067	224.2973684048966	2.3063573357105795	242.80004596913753	245.77451075408226	73.94694756361721	109.99999999999943	27.964316582875647	17.76645206787629	109.99999999999943	1	0	0
ʁur	278.3671182301601	219.61331516029554	4.104279324773248	259.1997221853008	263.8814894343783	68.62299367912046	119.99999999999744	-63.12247488090625	-63.12247488090513	67.25730194732193	0.5604775162276947	119.99999999999744	1
